,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Deck,Number,Side,Surname,TotalSpending
6690,7057_01,2,0,2,19,0,0,5,1346,1,1164,5917
6691,7058_01,2,1,0,30,0,1,5,1347,1,109,0
6692,7059_01,0,1,2,52,0,1,6,1154,1,1930,0
6693,7060_01,0,0,2,35,0,0,6,1155,1,1714,2330
6694,7061_01,0,0,2,16,0,1,6,1156,1,1115,1745
6695,7062_01,0,0,2,21,0,0,5,1464,0,783,903
6696,7068_01,0,0,1,45,0,0,5,1350,1,1263,595
6697,7069_01,0,0,2,22,0,0,4,472,1,2217,788
6698,7069_02,0,1,0,27,0,0,6,1159,1,1116,0
6699,7069_03,0,0,2,0,0,1,6,1159,1,2125,0
6700,7071_01,0,0,1,63,0,0,6,1160,1,301,528
6701,7072_01,0,0,1,56,0,0,5,1351,1,934,105
6702,7073_01,0,1,2,40,0,1,6,1161,1,905,0
6703,7074_01,0,1,2,1,0,1,6,1162,1,564,0
6704,7074_02,0,0,2,24,0,0,5,1352,1,564,805
6705,7077_01,0,0,2,36,0,0,5,1353,1,1446,865
6706,7078_01,0,0,2,13,0,0,6,1163,1,2132,781
6707,7079_01,0,0,0,13,0,0,5,1354,1,2204,767
6708,7080_01,0,1,0,37,0,1,6,1140,0,340,0
6709,7082_01,0,0,2,44,0,0,4,473,1,338,994
6710,7083_01,1,1,2,32,0,1,2,259,1,1550,0
6711,7083_02,1,0,0,57,0,1,2,259,1,1550,0
6712,7084_01,0,0,0,26,0,0,5,1355,1,1030,1070
6713,7085_01,2,0,2,62,0,0,5,1466,0,1602,2365
6714,7085_02,2,1,0,2,0,1,5,1466,0,1602,0
6715,7085_03,2,1,2,1,0,1,5,1466,0,1640,0
6716,7086_01,0,0,2,24,0,0,5,1467,0,911,775
6717,7087_01,0,1,2,1,0,1,6,1141,0,1361,0
6718,7088_01,0,0,2,63,0,0,5,1468,0,161,870
6719,7089_01,1,0,2,20,0,1,3,218,1,1066,3883
6720,7090_01,0,0,2,15,0,0,5,1469,0,2174,877
6721,7091_01,0,1,2,32,0,1,6,1142,0,820,0
6722,7092_01,0,0,2,24,0,1,5,1470,0,805,644
6723,7093_01,0,1,2,32,0,0,6,1143,0,1497,0
6724,7094_01,1,0,2,36,0,1,4,454,0,1871,4915
6725,7095_01,0,1,1,13,0,1,6,1144,0,1496,0
6726,7096_01,1,1,2,29,0,1,2,260,1,2015,0
6727,7096_02,1,0,2,27,0,0,2,260,1,2015,2339
6728,7096_03,1,1,2,30,0,1,2,260,1,2015,0
6729,7097_01,1,0,0,27,0,1,0,75,0,558,4851
6730,7097_02,1,0,2,14,0,0,0,75,0,558,3572
6731,7097_03,1,0,2,32,1,0,0,75,0,558,5712
6732,7097_04,1,0,0,33,1,0,0,75,0,1562,2389
6733,7098_01,0,0,2,35,0,1,5,1356,1,894,732
6734,7099_01,0,0,0,21,0,0,5,1471,0,2131,320
6735,7104_01,0,0,2,57,0,0,2,228,0,1681,9612
6736,7104_02,1,0,2,42,0,1,2,228,0,1681,5036
6737,7105_01,0,0,0,20,0,1,5,1473,0,1413,578
6738,7106_01,2,1,2,18,0,1,5,1357,1,566,0
6739,7109_01,1,0,0,49,0,0,1,268,1,948,20699
6740,7110_01,0,0,1,23,0,0,5,1358,1,161,549
6741,7111_01,2,0,2,24,0,0,5,1359,1,1790,1338
6742,7113_01,0,0,2,24,0,0,5,1361,1,1852,757
6743,7113_02,0,0,0,23,0,1,5,1361,1,1852,611
6744,7114_01,0,0,2,24,0,0,5,1362,1,1709,694
6745,7116_01,0,1,1,26,0,0,6,1146,0,284,0
6746,7117_01,1,1,0,28,0,1,1,236,0,1805,0
6747,7118_01,0,0,1,17,0,0,5,1475,0,329,1383
6748,7119_01,0,0,2,20,0,0,5,1476,0,1368,2152
6749,7120_01,0,0,2,22,0,0,5,1363,1,1759,1201
6750,7121_01,1,1,0,23,0,1,1,269,1,618,0
6751,7121_02,1,1,0,22,0,1,1,269,1,618,0
6752,7126_01,0,0,2,29,0,0,5,1366,1,853,1384
6753,7127_01,1,0,2,27,0,0,1,237,0,157,5565
6754,7127_02,1,1,2,31,0,1,1,237,0,157,0
6755,7128_01,1,0,0,37,0,0,1,238,0,363,13673
6756,7128_02,1,0,0,44,0,1,1,238,0,582,4530
6757,7128_03,1,0,0,34,0,0,1,238,0,582,5458
6758,7132_01,0,0,0,23,0,0,6,1165,1,911,626
6759,7133_01,0,0,2,18,0,0,5,1368,1,560,803
6760,7134_01,0,1,1,18,0,1,6,1148,0,1135,0
6761,7137_01,0,0,2,23,0,0,5,1479,0,622,643
6762,7140_01,0,0,2,18,0,0,5,1371,1,784,748
6763,7142_01,2,0,2,22,0,0,4,474,1,1601,1173
6764,7142_02,2,0,2,10,0,1,4,474,1,1601,0
6765,7142_03,2,1,2,27,0,0,4,474,1,1601,0
6766,7143_01,2,0,2,31,0,0,5,1372,1,268,1346
6767,7144_01,0,1,2,48,0,0,6,1150,0,1876,0
6768,7148_01,1,0,0,51,1,1,0,87,1,1493,1795
6769,7149_01,2,1,1,25,0,1,5,1482,0,542,0
6770,7151_01,2,0,2,32,0,0,4,459,0,383,1590
6771,7152_01,0,0,2,8,0,1,6,1167,1,604,0
6772,7152_02,0,1,1,49,0,1,6,1167,1,604,0
6773,7155_01,0,0,1,28,0,0,5,1375,1,327,685
6774,7156_01,2,0,2,3,0,1,4,475,1,1658,0
6775,7156_02,2,0,2,27,0,1,4,475,1,1658,0
6776,7156_03,2,1,2,31,0,1,4,475,1,1658,0
6777,7156_04,2,0,2,11,0,1,4,475,1,1658,0
6778,7157_01,2,1,2,27,0,1,8,82,2,1383,0
6779,7157_02,2,0,2,33,0,0,3,219,1,1383,2385
6780,7159_01,1,1,1,32,0,1,2,263,1,1515,0
6781,7160_01,0,1,2,20,0,1,6,1152,0,944,0
6782,7161_01,1,0,2,33,0,0,4,476,1,824,5659
6783,7162_01,0,0,2,65,0,0,5,1485,0,1520,867
6784,7165_01,2,1,2,18,0,1,5,1377,1,2127,0
6785,7166_01,2,0,2,19,0,0,5,1378,1,1641,2899
6786,7167_01,1,0,0,33,0,1,1,270,1,1416,5420
6787,7168_01,0,0,2,27,0,1,6,1168,1,1254,888
6788,7170_01,0,1,1,31,0,0,6,1154,0,1506,0
6789,7171_01,0,1,2,37,0,1,6,1155,0,2128,0
6790,7173_01,0,1,1,19,0,1,6,1156,0,25,0
6791,7175_01,0,0,2,18,0,0,5,1486,0,1660,777
6792,7176_01,1,1,0,47,0,1,2,232,0,387,0
6793,7176_02,1,0,2,26,0,0,2,232,0,387,7632
6794,7176_03,1,0,2,25,0,1,2,232,0,387,3617
6795,7177_01,0,0,2,38,0,0,5,1380,1,1289,797
6796,7179_01,0,0,2,53,0,1,4,460,0,1378,2361
6797,7180_01,0,0,2,38,0,0,4,478,1,336,791
6798,7181_01,2,1,2,28,0,1,5,1488,0,540,0
6799,7182_01,0,0,2,46,0,0,8,82,2,1707,2020
6800,7184_01,0,0,2,18,0,1,6,1170,1,124,714
6801,7186_01,1,1,2,14,0,1,4,461,0,1610,0
6802,7186_02,1,0,2,32,0,0,4,461,0,1372,2082
6803,7186_03,1,0,2,44,0,0,4,461,0,1372,4392
6804,7187_01,0,1,1,28,0,1,6,1158,0,1442,0
6805,7188_01,1,0,2,2,0,1,2,233,0,1048,0
6806,7188_02,1,0,2,28,0,0,2,233,0,1048,16359
6807,7188_03,1,1,2,27,1,1,2,233,0,1048,0
6808,7189_01,1,1,2,29,0,1,2,234,0,498,0
6809,7190_01,0,1,0,14,0,1,6,1171,1,1759,0
6810,7191_01,0,0,2,14,0,0,5,1490,0,300,766
6811,7192_01,0,1,2,17,0,1,6,1172,1,941,0
6812,7193_01,0,0,2,35,0,1,5,1381,1,2170,884
6813,7194_01,0,0,2,36,0,0,5,1382,1,2139,750
6814,7197_01,2,0,2,51,0,0,5,1383,1,388,2163
6815,7199_01,0,0,2,54,0,0,6,1174,1,115,111
6816,7200_01,1,0,2,37,0,1,2,264,1,493,3906
6817,7202_01,0,0,2,37,0,0,4,462,0,288,1608
6818,7203_01,0,0,2,24,0,1,4,463,0,1679,827
6819,7205_01,2,0,2,27,0,0,5,1386,1,716,1216
6820,7206_01,0,0,2,38,0,0,5,1387,1,545,2428
6821,7207_01,0,1,2,28,0,1,6,1160,0,288,0
6822,7208_01,0,0,2,0,0,1,6,1161,0,851,0
6823,7208_02,0,0,2,16,0,0,5,1492,0,851,875
6824,7210_01,0,0,2,25,0,0,5,1493,0,1628,879
6825,7214_01,0,0,0,22,0,1,5,1389,1,821,761
6826,7215_01,2,1,2,24,0,1,5,1494,0,663,0
6827,7216_01,0,0,1,37,0,1,4,464,0,1464,681
6828,7217_01,2,0,2,21,0,1,5,1495,0,1500,1121
6829,7218_01,1,0,2,53,0,1,1,271,1,2089,0
6830,7219_01,1,0,2,0,0,1,2,235,0,63,0
6831,7219_02,1,1,2,2,0,0,2,235,0,63,0
6832,7219_03,1,1,2,64,0,1,2,235,0,63,0
6833,7219_04,1,0,2,24,0,0,8,82,2,63,6876
6834,7219_05,1,1,2,40,0,1,2,235,0,63,0
6835,7219_06,1,0,2,32,0,0,2,235,0,63,7166
6836,7221_01,1,0,0,54,1,0,1,239,0,1883,2743
6837,7224_01,0,1,2,30,0,1,6,1175,1,353,0
6838,7225_01,1,0,0,37,0,0,0,77,0,698,3072
6839,7226_01,2,0,2,20,0,0,4,481,1,1683,3540
6840,7227_01,2,0,2,22,0,0,5,1497,0,2112,1769
6841,7229_01,0,0,1,57,0,0,5,1391,1,1188,684
6842,7230_01,0,1,2,34,0,1,6,1177,1,184,0
6843,7232_01,1,0,2,51,0,0,1,240,0,1800,4447
6844,7233_01,2,1,2,47,0,0,4,465,0,2120,0
6845,7234_01,0,0,2,22,0,0,6,1163,0,1305,627
6846,7235_01,1,0,2,36,0,0,1,241,0,264,4426
6847,7236_01,0,1,2,16,0,1,8,82,2,2168,0
6848,7238_01,2,0,2,60,0,0,5,1499,0,2037,1775
6849,7240_01,2,0,2,39,0,1,5,1392,1,1105,2598
6850,7240_02,2,0,2,18,0,1,5,1392,1,1105,2935
6851,7242_01,1,1,0,30,0,1,1,273,1,1675,0
6852,7246_01,2,0,2,45,0,0,5,1395,1,1124,1821
6853,7247_01,0,0,2,30,0,0,5,1396,1,1032,1150
6854,7249_01,0,0,2,21,0,0,4,482,1,289,1048
6855,7249_02,2,0,2,0,0,1,5,1397,1,289,0
6856,7250_01,2,0,0,51,0,1,5,1501,0,391,2663
6857,7252_01,2,0,2,22,0,0,4,466,0,1765,1173
6858,7253_01,1,0,2,26,0,1,3,225,0,1422,1587
6859,7255_01,0,0,2,10,0,0,6,1166,0,1499,0
6860,7256_01,0,0,2,21,0,0,4,484,1,1796,787
6861,7257_01,0,1,0,14,0,1,6,1167,0,817,0
6862,7257_02,0,0,2,27,0,0,4,467,0,817,792
6863,7258_01,0,0,2,43,0,1,5,1502,0,2217,1863
6864,7259_01,0,0,1,22,0,1,5,1503,0,1285,594
6865,7260_01,0,0,2,22,0,0,5,1398,1,2201,723
6866,7261_01,0,1,1,23,0,1,6,1168,0,1342,0
6867,7267_01,1,1,2,25,0,1,2,265,1,1963,0
6868,7267_02,1,0,2,35,0,1,2,265,1,1963,0
6869,7268_01,0,0,2,30,0,0,4,468,0,940,791
6870,7270_01,0,1,2,37,0,1,6,1170,0,815,0
6871,7271_01,0,0,0,21,0,0,6,1171,0,2217,705
6872,7273_01,0,0,0,36,0,1,6,1183,1,1466,751
6873,7274_01,0,0,2,13,0,0,5,1506,0,2204,918
6874,7276_01,0,0,0,22,0,0,5,1507,0,1904,694
6875,7277_01,0,1,2,36,0,1,6,1184,1,1552,0
6876,7278_01,0,0,2,17,0,1,4,485,1,266,983
6877,7279_01,1,1,0,38,0,1,2,236,0,1624,0
6878,7280_01,2,0,2,34,0,0,5,1508,0,1947,5962
6879,7283_01,2,0,2,20,0,1,5,1509,0,1445,0
6880,7284_01,0,0,2,17,0,0,6,1174,0,2124,770
6881,7285_01,0,1,1,36,0,1,6,1185,1,807,0
6882,7289_01,1,0,0,52,0,1,0,78,0,1638,2389
6883,7290_01,1,1,0,32,0,1,3,227,0,264,0
6884,7290_02,1,1,0,35,0,1,3,227,0,2217,0
6885,7290_03,1,1,0,27,0,1,3,227,0,264,0
6886,7290_04,1,0,2,36,0,0,3,227,0,264,4165
6887,7290_05,1,0,2,36,0,0,3,227,0,264,5047
6888,7292_01,2,0,0,21,0,0,3,220,1,1473,379
6889,7296_01,2,0,2,33,0,0,3,228,0,186,1182
6890,7297_01,0,0,2,40,0,0,6,1188,1,2217,907
6891,7298_01,0,0,2,24,0,1,5,1510,0,188,692
6892,7300_01,0,0,2,35,0,1,6,1189,1,646,885
6893,7301_01,2,1,2,29,0,1,5,1511,0,682,0
6894,7302_01,2,0,2,33,0,0,4,486,1,720,1013
6895,7303_01,0,0,2,51,0,0,4,487,1,2,982
6896,7304_01,2,1,2,10,0,1,5,1512,0,1855,0
6897,7305_01,0,1,2,41,0,1,6,1190,1,1964,0
6898,7306_01,0,0,0,26,0,1,4,471,0,1966,719
6899,7307_01,0,0,2,39,0,0,5,1405,1,1024,799
6900,7309_01,2,0,2,14,0,0,5,1513,0,1137,1040
6901,7310_01,2,0,2,28,0,0,3,229,0,170,1182
6902,7311_01,0,0,2,18,0,0,5,1514,0,874,949
6903,7313_01,2,0,2,41,0,0,3,231,0,1110,3173
6904,7314_01,1,0,2,33,0,1,2,237,0,2103,0
6905,7320_01,0,0,2,26,0,0,5,1517,0,792,1040
6906,7321_01,2,1,2,31,0,1,5,1518,0,1156,0
6907,7322_01,0,0,2,63,0,0,5,1408,1,817,2451
6908,7323_01,0,0,2,30,0,0,5,1409,1,1271,970
6909,7324_01,1,0,2,27,0,1,2,238,0,424,3221
6910,7326_01,0,0,2,47,0,0,5,1519,0,113,2993
6911,7327_01,2,0,2,37,0,1,5,1520,0,255,2000
6912,7328_01,0,0,2,14,0,0,5,1410,1,314,1572
6913,7330_01,0,0,2,27,0,0,2,268,1,1717,3160
6914,7331_01,2,0,2,61,0,0,3,232,0,1387,1719
6915,7332_01,0,0,2,39,0,0,4,488,1,988,791
6916,7334_01,0,0,2,22,0,0,4,490,1,1793,788
6917,7336_01,0,0,2,30,0,0,5,1411,1,1167,970
6918,7336_02,0,0,2,26,0,0,5,1411,1,1187,902
6919,7337_01,1,0,2,25,0,0,0,89,1,741,5979
6920,7338_01,2,0,2,42,0,0,3,233,0,451,2704
6921,7339_01,1,0,2,33,0,0,4,474,0,688,18166
6922,7340_01,1,0,2,60,0,0,4,475,0,190,2758
6923,7341_01,0,1,0,16,0,1,6,1191,1,1010,0
6924,7342_01,0,0,2,50,0,1,6,1178,0,942,744
6925,7343_01,0,0,2,22,0,0,5,1412,1,1250,701
6926,7344_01,0,0,1,15,0,0,5,1413,1,1598,961
6927,7346_01,2,0,2,27,0,0,4,476,0,183,0
6928,7347_01,0,0,0,58,0,0,6,1179,0,116,676
6929,7350_01,0,1,2,48,0,1,6,1192,1,1964,0
6930,7351_01,1,1,0,36,0,1,3,221,1,1211,0
6931,7353_01,1,0,2,60,0,0,2,269,1,1450,8903
6932,7353_02,1,1,2,46,0,1,2,269,1,1450,0
6933,7353_03,1,0,2,58,0,1,8,82,2,1450,4093
6934,7356_01,0,1,2,40,0,0,6,1181,0,1307,0
6935,7356_02,0,1,2,3,0,1,6,1181,0,1307,0
6936,7358_01,0,0,0,23,0,0,5,1522,0,1330,700
6937,7359_01,0,0,1,21,0,1,4,492,1,1093,644
6938,7360_01,0,1,0,29,0,1,6,1194,1,1101,0
6939,7361_01,1,1,0,23,0,1,2,239,0,1735,0
6940,7361_02,1,1,0,41,0,1,2,239,0,1735,0
6941,7365_01,0,0,2,20,0,0,6,1183,0,2176,818
6942,7366_01,0,0,2,24,0,0,6,1184,0,82,889
6943,7367_01,2,0,2,21,0,0,3,234,0,1199,2718
6944,7367_02,2,0,2,55,0,0,5,1523,0,1199,1288
6945,7370_01,0,0,2,21,0,0,5,1525,0,348,558
6946,7371_01,0,1,0,42,0,1,6,1185,0,1700,0
6947,7372_01,0,0,2,40,0,0,5,1526,0,808,2991
6948,7374_01,2,1,2,30,0,1,5,1527,0,510,0
6949,7376_01,1,1,2,26,0,1,4,477,0,1332,0
6950,7377_01,0,1,1,43,0,0,6,1186,0,1929,0
6951,7379_01,0,0,2,20,0,0,5,1416,1,266,1549
6952,7385_01,0,0,1,19,0,0,5,1417,1,1701,689
6953,7387_01,1,0,2,40,0,1,2,240,0,196,4313
6954,7388_01,0,1,1,17,0,1,6,1198,1,1277,0
6955,7390_01,0,0,2,62,0,0,6,1190,0,2174,836
6956,7391_01,0,1,2,32,0,0,6,1191,0,438,0
6957,7392_01,0,1,2,37,0,0,6,1192,0,991,0
6958,7393_01,0,0,2,40,0,0,4,478,0,119,789
6959,7394_01,0,0,0,25,0,0,6,1193,0,1964,674
6960,7395_01,1,1,0,17,0,1,1,277,1,1972,0
6961,7395_02,1,1,2,46,0,1,1,277,1,1972,0
6962,7395_03,1,0,2,38,0,0,1,277,1,1972,9857
6963,7395_04,1,0,0,43,1,0,1,277,1,1972,2956
6964,7396_01,1,0,0,28,0,1,2,271,1,1646,8329
6965,7396_02,1,1,2,31,1,1,2,271,1,1062,0
6966,7396_03,1,1,1,35,0,1,2,271,1,1349,0
6967,7398_01,0,0,2,19,0,1,5,1531,0,1935,771
6968,7399_01,0,0,2,24,0,0,5,1418,1,356,761
6969,7401_01,2,0,0,20,0,0,4,479,0,1310,0
6970,7402_01,1,0,2,16,0,1,2,272,1,1949,1633
6971,7402_02,1,1,0,45,0,1,2,272,1,1949,0
6972,7403_01,0,0,2,19,0,0,6,1194,0,851,909
6973,7405_01,0,0,2,23,0,1,5,1419,1,1930,1400
6974,7406_01,0,0,2,19,0,0,6,1195,0,105,886
6975,7408_01,2,0,2,32,0,0,5,1420,1,1111,1309
6976,7410_01,0,0,2,41,0,1,6,1201,1,350,889
6977,7411_01,0,0,2,30,0,0,5,1533,0,94,1554
6978,7416_01,1,0,0,41,0,0,1,278,1,282,17395
6979,7418_01,2,0,2,7,0,1,5,1534,0,1820,0
6980,7419_01,0,0,2,39,0,1,6,1197,0,117,882
6981,7419_02,0,0,2,47,0,1,5,1535,0,117,872
6982,7422_01,0,0,2,21,0,0,6,1204,1,1177,620
6983,7425_01,0,1,2,29,0,1,6,1200,0,99,0
6984,7425_02,0,0,2,19,0,0,6,1200,0,99,889
6985,7427_01,2,0,2,50,0,1,5,1423,1,110,0
6986,7428_01,1,0,2,28,0,0,0,79,0,795,2051
6987,7429_01,2,0,2,38,0,0,8,82,2,1602,1183
6988,7430_01,0,0,1,24,0,0,6,1205,1,2100,753
6989,7431_01,1,0,0,31,0,0,0,90,1,121,3880
6990,7432_01,1,1,2,38,0,1,4,481,0,37,0
6991,7435_01,1,1,0,26,0,1,1,244,0,490,0
6992,7436_01,0,0,2,28,0,0,6,1202,0,1315,0
6993,7437_01,1,1,0,45,0,1,1,279,1,593,0
6994,7437_02,1,1,2,47,0,1,1,279,1,593,0
6995,7437_03,1,1,2,60,0,1,1,279,1,426,0
6996,7438_01,0,0,0,42,0,1,4,483,0,916,718
6997,7442_01,0,0,2,43,0,0,4,495,1,1366,746
6998,7442_02,0,1,1,17,0,0,8,82,2,1366,0
6999,7444_01,0,1,2,17,0,0,6,1203,0,2028,0
7000,7445_01,0,1,2,20,0,0,6,1208,1,1007,0
7001,7446_01,0,0,2,18,0,0,6,1204,0,1004,1800
7002,7447_01,2,0,2,24,0,0,5,1539,0,1444,1113
7003,7448_01,0,0,0,25,0,0,5,1540,0,229,702
7004,7449_01,0,0,1,20,0,0,5,1541,0,94,1548
7005,7450_01,0,0,2,23,0,0,6,1205,0,2006,704
7006,7452_01,1,1,2,48,0,1,1,281,1,1871,0
7007,7452_02,1,0,0,26,0,1,1,281,1,1871,5009
7008,7452_03,1,1,0,36,0,1,1,281,1,1871,0
7009,7453_01,1,1,0,27,0,1,2,275,1,50,0
7010,7455_01,1,0,0,41,0,1,0,80,0,1868,2774
7011,7456_01,0,1,2,21,0,1,6,1210,1,2171,0
7012,7457_01,2,0,2,71,0,0,4,496,1,707,1298
7013,7458_01,0,1,2,64,0,0,6,1211,1,2108,0
7014,7459_01,1,0,2,33,0,0,1,282,1,614,2491
7015,7460_01,0,0,0,24,0,1,5,1543,0,936,1095
7016,7461_01,1,1,2,35,0,1,3,223,1,1554,0
7017,7462_01,0,1,1,13,0,1,6,1206,0,1273,0
7018,7464_01,0,1,2,11,0,1,6,1207,0,971,0
7019,7472_01,2,1,2,27,0,1,5,1426,1,2217,0
7020,7475_01,2,1,2,43,0,1,5,1545,0,1195,0
7021,7475_02,2,1,2,36,0,1,5,1545,0,1195,0
7022,7477_01,0,0,1,22,0,0,5,1546,0,702,690
7023,7478_01,1,0,2,56,0,1,2,276,1,1581,5761
7024,7479_01,2,1,2,34,0,1,5,1429,1,165,0
7025,7481_01,0,0,2,46,0,0,6,1215,1,370,1779
7026,7483_01,2,0,1,43,0,1,4,485,0,2187,1562
7027,7484_01,0,0,0,25,0,1,6,1209,0,1719,1435
7028,7485_01,1,0,2,26,0,0,8,82,2,492,4767
7029,7486_01,0,0,0,14,0,0,6,1210,0,2098,1434
7030,7487_01,0,0,2,63,0,1,6,1216,1,1809,785
7031,7488_01,2,0,2,29,0,0,4,486,0,1129,1299
7032,7488_02,2,1,1,45,0,1,4,486,0,1129,0
7033,7490_01,0,1,2,15,0,1,6,1217,1,820,0
7034,7492_01,2,0,2,19,0,1,3,224,1,280,3149
7035,7494_01,0,0,2,53,0,0,4,487,0,1809,1618
7036,7495_01,2,0,2,45,0,0,5,1431,1,1740,1157
7037,7496_01,1,0,0,41,0,1,2,278,1,789,2482
7038,7498_01,2,0,2,68,1,0,5,1550,0,443,2365
7039,7498_02,2,1,2,5,0,1,5,1550,0,443,0
7040,7498_03,2,0,2,27,1,1,5,1550,0,443,940
7041,7499_01,0,0,0,20,0,1,5,1551,0,938,1283
7042,7500_01,0,0,2,54,1,0,5,1432,1,2000,2005
7043,7501_01,0,0,2,18,0,0,5,1433,1,284,804
7044,7502_01,1,0,0,45,0,1,2,241,0,433,6665
7045,7503_01,1,1,2,26,0,1,1,283,1,334,0
7046,7503_02,1,0,2,37,0,1,1,283,1,334,14547
7047,7504_01,0,0,2,30,0,0,5,1552,0,2217,778
7048,7505_01,2,0,2,51,1,0,5,1553,0,744,5014
7049,7505_02,2,1,2,3,0,1,5,1553,0,744,0
7050,7505_03,2,1,2,3,0,1,5,1553,0,744,0
7051,7506_01,0,0,2,19,0,0,5,1554,0,2090,2111
7052,7507_01,0,0,2,19,0,0,4,499,1,1779,789
7053,7507_02,0,0,2,6,0,1,4,499,1,1779,0
7054,7507_03,0,0,0,4,0,1,4,499,1,1779,0
7055,7508_01,1,0,2,23,0,0,1,284,1,677,4337
7056,7509_01,0,0,2,37,0,0,5,1434,1,1283,1449
7057,7510_01,2,0,0,18,0,0,5,1435,1,1012,1450
7058,7512_01,0,0,1,29,0,0,5,1436,1,161,603
7059,7513_01,0,0,2,25,0,0,4,488,0,2157,787
7060,7514_01,0,0,2,52,0,0,5,1555,0,1099,2106
7061,7515_01,2,1,2,24,0,0,5,1437,1,881,0
7062,7515_02,2,0,2,0,0,1,5,1437,1,881,0
7063,7517_01,0,0,1,25,0,0,5,1557,0,1217,653
7064,7518_01,1,1,2,26,0,1,1,246,0,620,0
7065,7518_02,1,0,1,32,1,0,1,246,0,620,18692
7066,7520_01,0,0,2,58,0,0,5,1559,0,21,1934
7067,7521_01,0,0,2,44,0,0,5,1560,0,1272,1154
7068,7522_01,0,0,2,41,0,0,6,1214,0,349,908
7069,7523_01,0,0,2,24,0,1,6,1219,1,1257,810
7070,7524_01,0,1,2,41,0,1,6,1215,0,1849,0
7071,7524_02,0,1,1,23,0,1,6,1215,0,1849,0
7072,7525_01,1,0,2,27,0,0,2,279,1,1698,9490
7073,7525_02,1,1,0,61,0,1,2,279,1,1698,0
7074,7527_01,0,0,2,18,0,1,5,1561,0,731,794
7075,7529_01,0,1,2,18,0,1,6,1221,1,452,0
7076,7531_01,1,1,2,27,0,1,1,286,1,24,0
7077,7531_02,1,1,0,15,0,1,1,286,1,24,0
7078,7533_01,0,0,0,12,0,1,6,1223,1,692,0
7079,7534_01,0,0,1,40,0,0,5,1439,1,578,766
7080,7535_01,0,0,2,19,0,1,5,1562,0,1727,1169
7081,7536_01,2,1,2,18,0,1,5,1440,1,1639,0
7082,7538_01,1,0,2,48,1,0,0,81,0,2065,15601
7083,7538_02,1,0,0,37,0,0,0,81,0,2065,3916
7084,7542_01,0,0,2,35,0,0,5,1442,1,137,901
7085,7543_01,0,0,2,29,0,0,5,1564,0,1770,758
7086,7544_01,0,0,2,54,0,0,4,501,1,250,787
7087,7545_01,0,1,2,27,0,0,6,1225,1,1403,0
7088,7549_01,0,0,2,22,0,1,4,489,0,146,1608
7089,7550_01,0,1,1,18,0,1,6,1216,0,115,0
7090,7552_01,0,0,2,26,0,1,4,490,0,323,792
7091,7553_01,0,0,1,19,0,0,5,1444,1,300,599
7092,7559_01,0,0,2,22,0,0,5,1569,0,358,864
7093,7560_01,1,0,2,17,0,1,2,244,0,1648,0
7094,7561_01,0,0,2,18,0,0,5,1445,1,2217,776
7095,7563_01,2,1,0,39,0,1,5,1570,0,2217,0
7096,7565_01,1,0,2,37,0,1,1,247,0,1599,8606
7097,7565_02,1,1,0,17,0,1,1,247,0,1599,0
7098,7565_03,1,0,0,25,0,0,1,247,0,1599,6810
7099,7565_04,1,0,2,9,0,1,1,247,0,1599,0
7100,7567_01,0,1,0,15,0,0,6,1227,1,691,0
7101,7568_01,0,0,2,19,0,0,5,1571,0,690,804
7102,7569_01,2,0,2,18,0,0,4,493,0,1981,3869
7103,7569_02,2,0,2,50,1,0,3,237,0,1981,2767
7104,7572_01,0,1,2,14,0,0,6,1228,1,105,0
7105,7573_01,0,1,1,19,0,0,6,1217,0,2159,0
7106,7574_01,1,1,0,33,0,1,1,287,1,24,0
7107,7576_01,1,0,2,23,0,1,3,239,0,19,2369
7108,7576_02,1,0,2,39,0,0,3,239,0,19,1892
7109,7577_01,0,0,1,14,0,0,4,502,1,168,1533
7110,7578_01,0,0,0,14,0,0,5,1572,0,1575,657
7111,7579_01,0,0,1,45,0,1,6,1229,1,532,677
7112,7580_01,0,1,2,22,0,1,6,1230,1,1996,0
7113,7583_01,2,0,2,36,0,1,5,1574,0,1527,2222
7114,7584_01,1,0,2,19,0,1,1,288,1,2001,0
7115,7584_02,1,1,2,59,0,1,1,288,1,2001,0
7116,7584_03,0,0,2,31,0,0,1,288,1,2001,2795
7117,7585_01,1,1,0,31,0,1,2,281,1,4,0
7118,7585_02,1,0,2,39,0,0,2,281,1,4,12273
7119,7585_03,1,0,2,28,0,1,2,281,1,4,4012
7120,7585_04,1,1,2,19,0,1,2,281,1,4,0
7121,7586_01,1,0,2,29,0,1,2,245,0,2004,2308
7122,7588_01,0,1,0,0,0,1,6,1219,0,964,0
7123,7588_02,0,0,0,15,0,1,6,1219,0,964,714
7124,7592_01,0,0,2,18,0,0,5,1450,1,2197,1586
7125,7594_01,1,1,0,49,0,1,2,282,1,1983,0
7126,7595_01,0,0,2,36,0,1,5,1451,1,1464,761
7127,7596_01,1,1,0,40,0,1,2,283,1,758,0
7128,7596_02,1,1,2,56,0,1,2,283,1,2217,0
7129,7598_01,0,1,1,67,0,1,6,1231,1,1067,0
7130,7599_01,0,0,2,44,0,0,4,495,0,2217,787
7131,7601_01,0,0,2,17,0,0,6,1232,1,1922,1007
7132,7604_01,2,1,2,27,0,1,5,1579,0,559,0
